time_utc,sat,signal_code,station,CN0_dBHz
2025-01-01 00:00:00.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.41
2025-01-01 00:00:00.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.31
2025-01-01 00:00:00.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.84
2025-01-01 00:00:00.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.78
2025-01-01 00:00:00.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.88
2025-01-01 00:00:30.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.84
2025-01-01 00:00:30.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:00:30.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.47
2025-01-01 00:00:30.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.06
2025-01-01 00:00:30.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.25
2025-01-01 00:00:30.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.56
2025-01-01 00:00:30.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.28
2025-01-01 00:00:30.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.56
2025-01-01 00:00:30.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.53
2025-01-01 00:00:30.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,32.53
2025-01-01 00:00:30.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.31
2025-01-01 00:00:30.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.00
2025-01-01 00:00:30.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.81
2025-01-01 00:00:30.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.81
2025-01-01 00:00:30.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.31
2025-01-01 00:00:30.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.16
2025-01-01 00:00:30.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.09
2025-01-01 00:00:30.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.12
2025-01-01 00:00:30.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.59
2025-01-01 00:00:30.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.97
2025-01-01 00:00:30.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.09
2025-01-01 00:00:30.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.19
2025-01-01 00:00:30.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,28.12
2025-01-01 00:00:30.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,31.22
2025-01-01 00:00:30.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.16
2025-01-01 00:00:30.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.88
2025-01-01 00:00:30.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.00
2025-01-01 00:00:30.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.94
2025-01-01 00:00:30.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.25
2025-01-01 00:01:00.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.62
2025-01-01 00:01:00.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:01:00.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.56
2025-01-01 00:01:00.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.19
2025-01-01 00:01:00.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.03
2025-01-01 00:01:00.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.50
2025-01-01 00:01:00.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.03
2025-01-01 00:01:00.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.97
2025-01-01 00:01:00.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.31
2025-01-01 00:01:00.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,30.84
2025-01-01 00:01:00.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.78
2025-01-01 00:01:00.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.75
2025-01-01 00:01:00.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.16
2025-01-01 00:01:00.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.22
2025-01-01 00:01:00.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.31
2025-01-01 00:01:00.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.16
2025-01-01 00:01:00.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.06
2025-01-01 00:01:00.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.25
2025-01-01 00:01:00.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.44
2025-01-01 00:01:00.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.44
2025-01-01 00:01:00.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.97
2025-01-01 00:01:00.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.25
2025-01-01 00:01:00.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,27.84
2025-01-01 00:01:00.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,22.12
2025-01-01 00:01:00.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.59
2025-01-01 00:01:00.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.75
2025-01-01 00:01:00.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.69
2025-01-01 00:01:00.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.81
2025-01-01 00:01:00.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.78
2025-01-01 00:01:30.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.59
2025-01-01 00:01:30.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.53
2025-01-01 00:01:30.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.81
2025-01-01 00:01:30.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.09
2025-01-01 00:01:30.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.59
2025-01-01 00:01:30.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.31
2025-01-01 00:01:30.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.72
2025-01-01 00:01:30.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.03
2025-01-01 00:01:30.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.31
2025-01-01 00:01:30.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,29.78
2025-01-01 00:01:30.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.56
2025-01-01 00:01:30.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.06
2025-01-01 00:01:30.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.94
2025-01-01 00:01:30.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.00
2025-01-01 00:01:30.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.41
2025-01-01 00:01:30.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.50
2025-01-01 00:01:30.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.53
2025-01-01 00:01:30.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.50
2025-01-01 00:01:30.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.12
2025-01-01 00:01:30.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.19
2025-01-01 00:01:30.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.59
2025-01-01 00:01:30.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.59
2025-01-01 00:01:30.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,26.78
2025-01-01 00:01:30.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.75
2025-01-01 00:01:30.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.06
2025-01-01 00:01:30.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.50
2025-01-01 00:01:30.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.84
2025-01-01 00:01:30.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:02:00.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.34
2025-01-01 00:02:00.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.94
2025-01-01 00:02:00.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.94
2025-01-01 00:02:00.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.09
2025-01-01 00:02:00.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.06
2025-01-01 00:02:00.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.47
2025-01-01 00:02:00.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.34
2025-01-01 00:02:00.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.88
2025-01-01 00:02:00.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.88
2025-01-01 00:02:00.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,31.22
2025-01-01 00:02:00.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.88
2025-01-01 00:02:00.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.34
2025-01-01 00:02:00.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.56
2025-01-01 00:02:00.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.94
2025-01-01 00:02:00.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.59
2025-01-01 00:02:00.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.16
2025-01-01 00:02:00.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.28
2025-01-01 00:02:00.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.50
2025-01-01 00:02:00.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.41
2025-01-01 00:02:00.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.56
2025-01-01 00:02:00.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.72
2025-01-01 00:02:00.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.44
2025-01-01 00:02:00.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,27.47
2025-01-01 00:02:00.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,24.69
2025-01-01 00:02:00.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.62
2025-01-01 00:02:00.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.25
2025-01-01 00:02:00.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.56
2025-01-01 00:02:00.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.84
2025-01-01 00:02:00.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.84
2025-01-01 00:02:30.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.75
2025-01-01 00:02:30.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.53
2025-01-01 00:02:30.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.53
2025-01-01 00:02:30.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.75
2025-01-01 00:02:30.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.03
2025-01-01 00:02:30.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.44
2025-01-01 00:02:30.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.94
2025-01-01 00:02:30.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.06
2025-01-01 00:02:30.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.66
2025-01-01 00:02:30.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,32.69
2025-01-01 00:02:30.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.16
2025-01-01 00:02:30.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.41
2025-01-01 00:02:30.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.16
2025-01-01 00:02:30.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.19
2025-01-01 00:02:30.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.34
2025-01-01 00:02:30.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.12
2025-01-01 00:02:30.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.38
2025-01-01 00:02:30.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.53
2025-01-01 00:02:30.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.09
2025-01-01 00:02:30.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.06
2025-01-01 00:02:30.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.16
2025-01-01 00:02:30.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.78
2025-01-01 00:02:30.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,27.34
2025-01-01 00:02:30.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,32.97
2025-01-01 00:02:30.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.38
2025-01-01 00:02:30.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.75
2025-01-01 00:02:30.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.00
2025-01-01 00:02:30.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.94
2025-01-01 00:02:30.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.94
2025-01-01 00:03:00.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.81
2025-01-01 00:03:00.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.09
2025-01-01 00:03:00.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.69
2025-01-01 00:03:00.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.50
2025-01-01 00:03:00.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.28
2025-01-01 00:03:00.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.88
2025-01-01 00:03:00.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.31
2025-01-01 00:03:00.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.88
2025-01-01 00:03:00.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.78
2025-01-01 00:03:00.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.44
2025-01-01 00:03:00.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.06
2025-01-01 00:03:00.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.34
2025-01-01 00:03:00.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.97
2025-01-01 00:03:00.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.09
2025-01-01 00:03:00.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.62
2025-01-01 00:03:00.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.06
2025-01-01 00:03:00.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.47
2025-01-01 00:03:00.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.34
2025-01-01 00:03:00.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.16
2025-01-01 00:03:00.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.25
2025-01-01 00:03:00.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.00
2025-01-01 00:03:00.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.47
2025-01-01 00:03:00.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,28.03
2025-01-01 00:03:00.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.81
2025-01-01 00:03:00.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.69
2025-01-01 00:03:00.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.59
2025-01-01 00:03:00.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.62
2025-01-01 00:03:00.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.22
2025-01-01 00:03:00.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.88
2025-01-01 00:03:30.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.25
2025-01-01 00:03:30.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,37.00
2025-01-01 00:03:30.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.69
2025-01-01 00:03:30.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.16
2025-01-01 00:03:30.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.25
2025-01-01 00:03:30.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.00
2025-01-01 00:03:30.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.81
2025-01-01 00:03:30.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.34
2025-01-01 00:03:30.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.38
2025-01-01 00:03:30.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.47
2025-01-01 00:03:30.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.28
2025-01-01 00:03:30.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.94
2025-01-01 00:03:30.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.19
2025-01-01 00:03:30.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.44
2025-01-01 00:03:30.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.38
2025-01-01 00:03:30.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.69
2025-01-01 00:03:30.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.25
2025-01-01 00:03:30.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.25
2025-01-01 00:03:30.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,43.25
2025-01-01 00:03:30.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.84
2025-01-01 00:03:30.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.38
2025-01-01 00:03:30.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.22
2025-01-01 00:03:30.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,26.59
2025-01-01 00:03:30.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,34.78
2025-01-01 00:03:30.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.22
2025-01-01 00:03:30.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.44
2025-01-01 00:03:30.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.44
2025-01-01 00:03:30.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.41
2025-01-01 00:03:30.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.25
2025-01-01 00:04:00.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.84
2025-01-01 00:04:00.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.22
2025-01-01 00:04:00.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.75
2025-01-01 00:04:00.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.66
2025-01-01 00:04:00.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.12
2025-01-01 00:04:00.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.28
2025-01-01 00:04:00.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.84
2025-01-01 00:04:00.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.50
2025-01-01 00:04:00.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,40.22
2025-01-01 00:04:00.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.59
2025-01-01 00:04:00.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.84
2025-01-01 00:04:00.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.91
2025-01-01 00:04:00.000,G09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,32.66
2025-01-01 00:04:00.000,G10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,26.38
2025-01-01 00:04:00.000,G16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.44
2025-01-01 00:04:00.000,G18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.19
2025-01-01 00:04:00.000,G21,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.69
2025-01-01 00:04:00.000,G26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.44
2025-01-01 00:04:00.000,G27,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,50.03
2025-01-01 00:04:00.000,G28,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.81
2025-01-01 00:04:00.000,G31,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,48.88
2025-01-01 00:04:00.000,J03,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.97
2025-01-01 00:04:00.000,R05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.56
2025-01-01 00:04:00.000,R06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,27.53
2025-01-01 00:04:00.000,R14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.22
2025-01-01 00:04:00.000,R15,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.19
2025-01-01 00:04:00.000,R16,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,47.53
2025-01-01 00:04:00.000,R17,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.91
2025-01-01 00:04:00.000,R18,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,49.31
2025-01-01 00:04:00.000,R19,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,38.16
2025-01-01 00:04:30.000,E04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,41.59
2025-01-01 00:04:30.000,E05,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,35.69
2025-01-01 00:04:30.000,E06,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,44.69
2025-01-01 00:04:30.000,E09,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,45.41
2025-01-01 00:04:30.000,E10,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.19
2025-01-01 00:04:30.000,E12,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.78
2025-01-01 00:04:30.000,E14,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,36.62
2025-01-01 00:04:30.000,E23,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.12
2025-01-01 00:04:30.000,E24,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,39.53
2025-01-01 00:04:30.000,E26,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,33.78
2025-01-01 00:04:30.000,G04,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,42.16
2025-01-01 00:04:30.000,G08,S1C,ABPO00MDG_R_20250010000_01D_30S_MO,46.94
